CornerNumber,X,Y,Angle,Distance,Rotation
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[5954.5959774740895, 5411.746104880109, 3770.348047981657, 2554.6165880721856, 1863.1226597549849, 343.85712481205337, -615.7460759855876, -3936.654450370991, -5453.049411891635, -6229.209841459328, -5964.645827643905, -7552.525447521042, -12335.806432804478, -13731.830146348011, -4974.205292741207, -1819.3270665623027, -1184.012752766967, 332.7065004009637]","[-6043.797284217995, -6985.870032582339, -5370.929540536406, -4969.478669439493, -3634.6854876662646, -3137.3369407498194, -519.8197239235956, -2323.145349123679, -2538.2158787028984, 449.90897792871783, 1876.7427270592411, 119.00061323765294, 3018.43343123628, 2733.4255815621927, -1679.8087305899478, 517.5898076307235, 429.7002676291654, 616.534453144171]","[-359.8591867320418, -81.20528371107957, -131.30409040377555, -304.3435640806432, -131.39838896954797, -311.87967969172064, -106.45904451685772, -57.88888817950351, -110.43184351822356, -1.787031420163089, -126.42301288127982, -237.2773642687454, -125.951757458712, -201.69464756438072, -254.71239024835026, -293.9250164332062, -50.27039270732172, -291.6062103228687]","[728.611611024838, 841.8949061282823, 1087.9634828671046, 1211.4170067332798, 1367.6720537401657, 1519.9802518782599, 1858.3619379804843, 2279.551884960372, 2421.686523562989, 2731.8379352674347, 2898.1880161198897, 3160.890676056134, 3783.43292831257, 3943.270472782006, 4638.556669959886, 4958.806673853956, 5086.906670026658, 5260.15666994199]",49.0
