CornerNumber,X,Y,Angle,Distance,Rotation
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[42.40593929993702, 820.7816212551479, 1912.969997301606, 7487.745292571566, 5820.228442599813, 5180.404120509692, 4276.202937249183, 2490.099010685538, 2711.1552878922835, 2100.132715648695, 2120.9852205176358, 4981.251161545602, 6665.934072283377, -145.4124578081196, -552.8126057447134]","[8329.202564224179, 7879.043840540197, 8065.44216673751, 6790.71071569364, 4860.740936217904, 4214.598861214608, 4156.240630824386, 2458.6003965290042, 5950.242339493996, 6613.999850943207, -663.9950720811103, 1603.7476220625608, 449.2756371061455, -3472.8085483980503, -2803.66625094119]","[-246.61531114606282, -101.17746928558444, -261.39456176357044, -349.5990658655476, -211.50159707799352, -76.37444237537011, -258.95337199513926, -114.65430945303928, -344.90795562972295, -270.0220000651102, -100.99967138579512, -272.81282353019, -358.727848261899, -110.52153187970453, -169.0619991685993]","[698.4959684644112, 796.6758340335806, 908.4300743841027, 1486.2176807250044, 1747.7466802036495, 1852.6982907206755, 1941.7695137717958, 2200.5273479841117, 2568.1161202700796, 2663.755844148133, 3443.5317661045715, 3824.1256034045714, 4045.701282670112, 4856.71837308448, 4933.830202732615]",92.0
