wT,wAT,wH,wP,wR,wTT,wWD,wWS
27612.067,27.0,17.9,1015.2,False,29.5,194,1.9
27672.057,27.0,17.9,1015.2,False,29.6,199,1.5
27732.065,26.9,17.8,1015.2,False,29.5,191,1.5
27792.05,26.9,18.0,1015.2,False,29.4,199,1.7
27852.08,26.9,17.9,1015.2,False,29.5,203,1.1
27912.094,26.9,18.1,1015.3,False,29.4,201,1.3
27972.124,26.9,18.1,1015.3,False,29.4,201,1.3
28032.154,26.8,18.2,1015.2,False,29.3,212,1.0
28092.169,26.8,18.1,1015.2,False,29.3,213,1.0
28152.168,26.8,18.0,1015.1,False,29.4,209,1.3
28212.182,26.7,18.1,1015.2,False,29.1,209,1.5
28272.18,26.7,17.9,1015.2,False,29.1,210,2.2
28332.181,26.7,18.0,1015.2,False,29.0,208,1.3
28392.155,26.7,18.0,1015.3,False,29.1,211,1.0
28452.173,26.7,17.9,1015.2,False,29.2,202,1.6
28512.172,26.6,17.9,1015.2,False,29.1,207,1.2
28572.182,26.7,18.0,1015.2,False,29.0,199,1.6
28632.182,26.6,17.9,1015.2,False,28.9,208,1.4
28692.207,26.6,17.9,1015.3,False,29.0,207,1.1
28752.193,26.6,18.0,1015.2,False,28.9,213,1.3
28812.207,26.6,18.0,1015.2,False,28.9,207,0.9
28872.219,26.6,18.1,1015.2,False,28.8,198,0.8
28932.2,26.6,18.1,1015.2,False,28.7,203,0.9
28992.895,26.6,18.1,1015.3,False,28.6,201,0.9
29052.233,26.6,18.1,1015.3,False,28.7,236,0.8
29112.25,26.6,18.2,1015.2,False,28.8,178,0.9
29172.265,26.6,18.2,1015.3,False,28.7,202,1.1
29232.277,26.5,18.3,1015.2,False,28.5,190,0.7
29292.261,26.5,18.4,1015.2,False,28.5,198,0.9
29352.249,26.5,18.5,1015.2,False,28.5,173,0.5
29412.261,26.5,18.6,1015.2,False,28.5,215,0.8
29472.261,26.4,18.7,1015.2,False,28.5,186,1.0
29532.253,26.4,18.7,1015.1,False,28.5,185,0.9
29592.269,26.4,18.6,1015.1,False,28.5,207,1.1
29652.29,26.4,18.6,1015.3,False,28.4,194,1.1
29712.313,26.4,18.7,1015.2,False,28.4,184,0.7
29772.718,26.3,18.8,1015.2,False,28.3,0,0.0
29832.313,26.3,18.9,1015.2,False,28.3,229,0.5
29892.314,26.3,18.9,1015.3,False,28.5,105,0.6
29952.34,26.3,18.9,1015.3,False,28.2,201,0.6
30012.319,26.3,19.1,1015.2,False,28.2,207,0.4
30072.342,26.3,19.1,1015.2,False,28.1,0,0.0
30132.336,26.3,19.1,1015.3,False,28.3,295,0.6
30192.315,26.3,19.1,1015.3,False,28.1,189,0.8
30252.33,26.2,19.2,1015.3,False,28.3,213,1.1
30312.356,26.2,19.4,1015.3,False,28.0,203,0.9
30372.366,26.2,19.4,1015.2,False,27.9,0,0.0
30432.357,26.2,19.5,1015.3,False,27.9,196,0.7
30492.341,26.1,19.4,1015.3,False,28.0,209,0.8
30552.395,26.1,19.5,1015.3,False,27.9,206,0.5
30612.407,26.1,19.6,1015.2,False,27.8,192,1.0
30673.119,26.1,19.8,1015.2,False,27.9,156,0.8
30732.415,26.1,19.5,1015.3,False,27.8,213,0.8
30792.441,26.0,19.8,1015.3,False,27.8,200,0.5
30852.43,26.0,19.6,1015.3,False,27.8,0,0.0
30912.448,25.9,19.6,1015.3,False,27.9,196,0.8
30972.439,25.9,19.5,1015.4,False,27.6,196,0.4
31032.447,26.0,19.5,1015.4,False,27.7,181,0.8
31092.488,26.0,19.5,1015.4,False,27.7,181,0.8
31152.487,26.0,19.5,1015.4,False,27.7,181,0.8
31212.483,25.8,19.5,1015.4,False,27.5,0,0.0
31272.48,25.8,19.5,1015.4,False,27.5,0,0.0
31332.78,25.6,19.3,1015.4,False,27.7,0,0.0
31392.51,25.6,19.6,1015.5,False,27.5,224,0.5
31452.51,25.6,19.6,1015.5,False,27.5,224,0.5
31512.523,25.5,19.5,1015.4,False,27.4,219,0.3
31572.518,25.3,19.8,1015.4,False,27.4,16,0.3
31632.525,25.3,20.0,1015.5,False,27.5,34,0.5
31692.549,25.2,20.6,1015.5,False,27.5,13,0.6
31752.543,25.2,20.6,1015.5,False,27.3,358,0.9
31812.553,25.1,21.1,1015.6,False,27.3,12,1.3
31872.563,25.1,21.1,1015.6,False,27.3,12,1.3
31932.585,24.9,24.8,1015.7,False,27.1,351,2.0
31992.564,24.9,29.6,1015.6,False,27.2,4,1.8
32052.564,24.9,30.1,1015.6,False,27.1,1,1.1
32112.586,24.9,30.3,1015.7,False,27.1,345,1.6
32172.606,24.9,30.1,1015.7,False,27.1,326,0.7
32232.599,24.8,29.6,1015.7,False,27.0,346,1.6
32292.584,24.7,29.8,1015.7,False,27.0,356,0.7
32352.612,24.6,30.1,1015.7,False,27.0,329,0.5
32412.605,24.6,30.1,1015.7,False,27.0,329,0.5
32472.605,24.6,31.8,1015.8,False,27.0,8,1.0
32532.612,24.6,31.8,1015.8,False,27.0,8,1.0
32592.632,24.6,32.6,1015.9,False,26.8,355,1.6
32652.637,24.5,33.3,1015.9,False,26.7,352,1.6
32712.632,24.5,33.3,1015.9,False,26.7,352,1.6
32772.681,24.4,33.8,1015.9,False,26.7,343,1.7
32832.656,24.5,34.0,1015.9,False,26.7,3,1.4
32892.692,24.5,34.0,1016.0,False,26.6,349,1.2
32952.688,24.5,34.0,1016.0,False,26.6,349,1.2
33012.691,24.5,33.7,1015.9,False,26.4,354,1.6
33072.684,24.5,33.4,1015.9,False,26.5,355,1.7
33132.701,24.5,33.0,1015.9,False,26.6,356,1.4
33192.691,24.5,31.4,1016.0,False,26.6,0,1.3
33252.71,24.5,31.4,1016.0,False,26.6,0,1.3
33312.712,24.4,31.0,1016.0,False,26.6,14,1.1
33372.721,24.4,30.4,1016.0,False,26.4,9,1.1
33432.738,24.3,30.4,1016.0,False,26.3,356,1.7
