season,round,race_name,race_slug,driver_id,stop_number,lap,pit_time_local,pit_duration_s,pit_duration_ms
2024,7,Emilia Romagna Grand Prix,emilia-romagna-grand-prix,alonso,2,40,15:59:03,30.483,30483.0
2024,7,Emilia Romagna Grand Prix,emilia-romagna-grand-prix,russell,2,52,16:14:22,29.605,29605.0
2024,7,Emilia Romagna Grand Prix,emilia-romagna-grand-prix,alonso,3,59,16:25:23,29.931,29931.0
2024,9,Canadian Grand Prix,canadian-grand-prix,kevin_magnussen,1,7,14:14:25,30.472,30472.0
2024,9,Canadian Grand Prix,canadian-grand-prix,hulkenberg,1,12,14:22:33,24.233,24233.0
2024,9,Canadian Grand Prix,canadian-grand-prix,zhou,1,24,14:40:42,25.598,25598.0
2024,9,Canadian Grand Prix,canadian-grand-prix,max_verstappen,1,25,14:40:52,24.306,24306.0
2024,9,Canadian Grand Prix,canadian-grand-prix,russell,1,25,14:40:52,24.044,24044.0
2024,9,Canadian Grand Prix,canadian-grand-prix,piastri,1,25,14:40:53,23.977,23977.0
2024,9,Canadian Grand Prix,canadian-grand-prix,alonso,1,25,14:41:12,25.788,25788.0
2024,9,Canadian Grand Prix,canadian-grand-prix,hamilton,1,25,14:41:13,23.762,23762.0
2024,9,Canadian Grand Prix,canadian-grand-prix,stroll,1,25,14:41:47,24.284,24284.0
2024,9,Canadian Grand Prix,canadian-grand-prix,albon,1,25,14:41:54,24.753,24753.0
2024,9,Canadian Grand Prix,canadian-grand-prix,leclerc,1,25,14:41:58,24.031,24031.0
2024,9,Canadian Grand Prix,canadian-grand-prix,sainz,1,25,14:42:01,27.626,27626.0
2024,9,Canadian Grand Prix,canadian-grand-prix,kevin_magnussen,2,25,14:42:03,26.794,26794.0
2024,9,Canadian Grand Prix,canadian-grand-prix,gasly,1,25,14:42:06,24.911,24911.0
2024,9,Canadian Grand Prix,canadian-grand-prix,perez,1,25,14:42:09,33.762,33762.0
2024,9,Canadian Grand Prix,canadian-grand-prix,hulkenberg,2,25,14:42:21,24.668,24668.0
2024,9,Canadian Grand Prix,canadian-grand-prix,norris,1,26,14:42:44,23.423,23423.0
2024,9,Canadian Grand Prix,canadian-grand-prix,ricciardo,1,26,14:43:37,30.298,30298.0
2024,9,Canadian Grand Prix,canadian-grand-prix,leclerc,2,28,14:47:31,47.186,47186.0
2024,9,Canadian Grand Prix,canadian-grand-prix,leclerc,3,31,14:53:31,24.629,24629.0
2024,9,Canadian Grand Prix,canadian-grand-prix,gasly,2,40,15:05:55,24.408,24408.0
2024,9,Canadian Grand Prix,canadian-grand-prix,kevin_magnussen,3,41,15:07:24,24.833,24833.0
2024,9,Canadian Grand Prix,canadian-grand-prix,bottas,1,42,15:08:45,24.929,24929.0
2024,9,Canadian Grand Prix,canadian-grand-prix,hamilton,2,43,15:09:46,24.226,24226.0
2024,9,Canadian Grand Prix,canadian-grand-prix,ricciardo,2,43,15:10:10,23.86,23860.0
2024,9,Canadian Grand Prix,canadian-grand-prix,sainz,2,43,15:10:12,24.125,24125.0
2024,9,Canadian Grand Prix,canadian-grand-prix,perez,2,43,15:10:12,24.423,24423.0
2024,9,Canadian Grand Prix,canadian-grand-prix,piastri,2,44,15:11:10,23.476,23476.0
2024,9,Canadian Grand Prix,canadian-grand-prix,alonso,2,44,15:11:23,24.346,24346.0
2024,9,Canadian Grand Prix,canadian-grand-prix,tsunoda,1,44,15:11:26,25.569,25569.0
2024,9,Canadian Grand Prix,canadian-grand-prix,stroll,2,44,15:11:30,25.025,25025.0
2024,9,Canadian Grand Prix,canadian-grand-prix,ocon,1,44,15:11:32,24.495,24495.0
2024,9,Canadian Grand Prix,canadian-grand-prix,albon,2,44,15:11:34,24.804,24804.0
2024,9,Canadian Grand Prix,canadian-grand-prix,hulkenberg,3,44,15:11:43,24.751,24751.0
2024,9,Canadian Grand Prix,canadian-grand-prix,zhou,2,44,15:11:53,,
2024,9,Canadian Grand Prix,canadian-grand-prix,max_verstappen,2,45,15:12:29,24.246,24246.0
2024,9,Canadian Grand Prix,canadian-grand-prix,russell,2,45,15:12:31,25.431,25431.0
2024,9,Canadian Grand Prix,canadian-grand-prix,norris,2,47,15:15:19,23.983,23983.0
2024,9,Canadian Grand Prix,canadian-grand-prix,zhou,3,52,15:25:02,28.375,28375.0
2024,9,Canadian Grand Prix,canadian-grand-prix,russell,3,54,15:25:19,28.157,28157.0
2024,9,Canadian Grand Prix,canadian-grand-prix,hamilton,3,54,15:25:24,28.817,28817.0
2024,9,Canadian Grand Prix,canadian-grand-prix,kevin_magnussen,4,54,15:26:25,26.845,26845.0
2024,8,Monaco Grand Prix,monaco-grand-prix,leclerc,1,1,15:04:50,,
2024,8,Monaco Grand Prix,monaco-grand-prix,piastri,1,1,15:04:52,,
2024,8,Monaco Grand Prix,monaco-grand-prix,norris,1,1,15:04:54,,
2024,8,Monaco Grand Prix,monaco-grand-prix,russell,1,1,15:04:56,,
2024,8,Monaco Grand Prix,monaco-grand-prix,max_verstappen,1,1,15:04:57,,
2024,8,Monaco Grand Prix,monaco-grand-prix,hamilton,1,1,15:05:00,,
2024,8,Monaco Grand Prix,monaco-grand-prix,tsunoda,1,1,15:05:02,,
2024,8,Monaco Grand Prix,monaco-grand-prix,albon,1,1,15:05:05,,
2024,8,Monaco Grand Prix,monaco-grand-prix,gasly,1,1,15:05:07,,
2024,8,Monaco Grand Prix,monaco-grand-prix,stroll,1,1,15:05:10,,
2024,8,Monaco Grand Prix,monaco-grand-prix,ricciardo,1,1,15:05:13,,
2024,8,Monaco Grand Prix,monaco-grand-prix,alonso,1,1,15:05:15,,
2024,8,Monaco Grand Prix,monaco-grand-prix,sargeant,1,1,15:05:16,,
2024,8,Monaco Grand Prix,monaco-grand-prix,bottas,1,1,15:05:19,,
2024,8,Monaco Grand Prix,monaco-grand-prix,sainz,1,1,15:05:27,,
2024,8,Monaco Grand Prix,monaco-grand-prix,zhou,1,1,15:05:31,,
2024,8,Monaco Grand Prix,monaco-grand-prix,bottas,2,15,16:04:57,24.239,24239.0
2024,8,Monaco Grand Prix,monaco-grand-prix,stroll,2,42,16:41:05,24.132,24132.0
2024,8,Monaco Grand Prix,monaco-grand-prix,stroll,3,48,16:49:27,28.211,28211.0
2024,8,Monaco Grand Prix,monaco-grand-prix,hamilton,2,51,16:52:10,24.232,24232.0
2024,8,Monaco Grand Prix,monaco-grand-prix,max_verstappen,2,52,16:53:26,23.813,23813.0
2024,8,Monaco Grand Prix,monaco-grand-prix,sargeant,2,57,17:01:43,24.384,24384.0
2024,8,Monaco Grand Prix,monaco-grand-prix,zhou,2,70,17:19:04,24.367,24367.0
2024,4,Japanese Grand Prix,japanese-grand-prix,max_verstappen,1,1,14:05:50,,
2024,4,Japanese Grand Prix,japanese-grand-prix,perez,1,1,14:05:52,,
2024,4,Japanese Grand Prix,japanese-grand-prix,norris,1,1,14:05:54,,
2024,4,Japanese Grand Prix,japanese-grand-prix,sainz,1,1,14:05:57,,
2024,4,Japanese Grand Prix,japanese-grand-prix,alonso,1,1,14:06:00,,
2024,4,Japanese Grand Prix,japanese-grand-prix,piastri,1,1,14:06:03,,
2024,4,Japanese Grand Prix,japanese-grand-prix,hamilton,1,1,14:06:12,,
2024,4,Japanese Grand Prix,japanese-grand-prix,leclerc,1,1,14:06:13,,
2024,4,Japanese Grand Prix,japanese-grand-prix,russell,1,1,14:06:18,,
2024,4,Japanese Grand Prix,japanese-grand-prix,hulkenberg,1,1,14:06:21,,
2024,4,Japanese Grand Prix,japanese-grand-prix,bottas,1,1,14:06:22,,
2024,4,Japanese Grand Prix,japanese-grand-prix,tsunoda,1,1,14:06:25,,
2024,4,Japanese Grand Prix,japanese-grand-prix,ocon,1,1,14:06:28,,
2024,4,Japanese Grand Prix,japanese-grand-prix,gasly,1,1,14:06:30,,
2024,4,Japanese Grand Prix,japanese-grand-prix,stroll,1,1,14:06:35,,
2024,4,Japanese Grand Prix,japanese-grand-prix,kevin_magnussen,1,1,14:06:40,,
2024,4,Japanese Grand Prix,japanese-grand-prix,sargeant,1,1,14:06:43,,
2024,4,Japanese Grand Prix,japanese-grand-prix,zhou,1,1,14:06:50,,
2024,4,Japanese Grand Prix,japanese-grand-prix,hulkenberg,2,5,14:40:46,23.622,23622.0
2024,4,Japanese Grand Prix,japanese-grand-prix,bottas,2,6,14:42:21,24.824,24824.0
2024,4,Japanese Grand Prix,japanese-grand-prix,tsunoda,2,7,14:43:59,23.358,23358.0
2024,4,Japanese Grand Prix,japanese-grand-prix,zhou,2,7,14:44:07,23.91,23910.0
2024,4,Japanese Grand Prix,japanese-grand-prix,norris,2,11,14:50:21,23.049,23049.0
2024,4,Japanese Grand Prix,japanese-grand-prix,zhou,3,11,14:51:01,26.653,26653.0
2024,4,Japanese Grand Prix,japanese-grand-prix,piastri,2,12,14:52:06,23.42,23420.0
2024,4,Japanese Grand Prix,japanese-grand-prix,stroll,2,12,14:52:17,23.358,23358.0
2024,4,Japanese Grand Prix,japanese-grand-prix,alonso,2,13,14:53:43,22.998,22998.0
2024,4,Japanese Grand Prix,japanese-grand-prix,perez,2,15,14:56:51,22.99,22990.0
2024,4,Japanese Grand Prix,japanese-grand-prix,sainz,2,15,14:56:55,23.136,23136.0
2024,4,Japanese Grand Prix,japanese-grand-prix,max_verstappen,2,16,14:58:23,23.177,23177.0
2024,4,Japanese Grand Prix,japanese-grand-prix,gasly,2,16,14:59:18,23.844,23844.0
2024,4,Japanese Grand Prix,japanese-grand-prix,ocon,2,19,15:04:11,23.394,23394.0
2024,4,Japanese Grand Prix,japanese-grand-prix,russell,2,22,15:08:39,23.577,23577.0
2024,4,Japanese Grand Prix,japanese-grand-prix,kevin_magnussen,2,22,15:09:03,26.198,26198.0
2024,4,Japanese Grand Prix,japanese-grand-prix,bottas,3,22,15:09:04,25.946,25946.0
2024,4,Japanese Grand Prix,japanese-grand-prix,sargeant,2,22,15:09:04,25.53,25530.0
2024,4,Japanese Grand Prix,japanese-grand-prix,tsunoda,3,22,15:09:05,23.486,23486.0
2024,4,Japanese Grand Prix,japanese-grand-prix,stroll,3,22,15:09:06,23.238,23238.0
2024,4,Japanese Grand Prix,japanese-grand-prix,hamilton,2,23,15:10:21,23.333,23333.0
2024,4,Japanese Grand Prix,japanese-grand-prix,leclerc,2,26,15:15:01,23.285,23285.0
2024,4,Japanese Grand Prix,japanese-grand-prix,norris,3,26,15:15:02,23.232,23232.0
2024,4,Japanese Grand Prix,japanese-grand-prix,piastri,3,32,15:25:00,22.848,22848.0
2024,4,Japanese Grand Prix,japanese-grand-prix,gasly,3,32,15:26:03,23.102,23102.0
2024,4,Japanese Grand Prix,japanese-grand-prix,perez,3,33,15:26:18,22.956,22956.0
2024,4,Japanese Grand Prix,japanese-grand-prix,alonso,3,33,15:26:33,23.157,23157.0
2024,4,Japanese Grand Prix,japanese-grand-prix,hulkenberg,3,33,15:27:22,23.993,23993.0
2024,4,Japanese Grand Prix,japanese-grand-prix,ocon,3,33,15:27:33,24.181,24181.0
2024,4,Japanese Grand Prix,japanese-grand-prix,max_verstappen,3,34,15:27:43,23.234,23234.0
2024,4,Japanese Grand Prix,japanese-grand-prix,stroll,4,34,15:28:58,22.911,22911.0
2024,4,Japanese Grand Prix,japanese-grand-prix,sargeant,3,34,15:29:04,24.22,24220.0
2024,4,Japanese Grand Prix,japanese-grand-prix,sainz,3,36,15:31:14,23.591,23591.0
2024,4,Japanese Grand Prix,japanese-grand-prix,russell,3,37,15:33:07,22.991,22991.0
2024,4,Japanese Grand Prix,japanese-grand-prix,hamilton,3,39,15:36:25,23.956,23956.0
2024,4,Japanese Grand Prix,japanese-grand-prix,sargeant,4,41,15:41:24,23.287,23287.0
2024,5,Chinese Grand Prix,chinese-grand-prix,hulkenberg,1,8,15:17:30,23.004,23004.0
2024,5,Chinese Grand Prix,chinese-grand-prix,tsunoda,1,8,15:17:35,23.16,23160.0
2024,5,Chinese Grand Prix,chinese-grand-prix,zhou,1,8,15:17:39,23.362,23362.0
2024,5,Chinese Grand Prix,chinese-grand-prix,stroll,1,9,15:19:10,23.823,23823.0
2024,5,Chinese Grand Prix,chinese-grand-prix,bottas,1,9,15:19:12,22.949,22949.0
2024,5,Chinese Grand Prix,chinese-grand-prix,ocon,1,9,15:19:14,23.156,23156.0
2024,5,Chinese Grand Prix,chinese-grand-prix,albon,1,9,15:19:15,23.273,23273.0
2024,5,Chinese Grand Prix,chinese-grand-prix,hamilton,1,9,15:19:19,22.518,22518.0
2024,5,Chinese Grand Prix,chinese-grand-prix,alonso,1,11,15:22:28,23.049,23049.0
2024,5,Chinese Grand Prix,chinese-grand-prix,russell,1,11,15:22:32,22.415,22415.0
2024,5,Chinese Grand Prix,chinese-grand-prix,gasly,1,11,15:22:43,39.712,39712.0
2024,5,Chinese Grand Prix,chinese-grand-prix,sargeant,1,12,15:24:34,23.229,23229.0
2024,5,Chinese Grand Prix,chinese-grand-prix,max_verstappen,1,13,15:25:33,22.456,22456.0
2024,5,Chinese Grand Prix,chinese-grand-prix,perez,1,13,15:25:43,22.027,22027.0
2024,5,Chinese Grand Prix,chinese-grand-prix,ricciardo,1,14,15:27:53,22.598,22598.0
2024,5,Chinese Grand Prix,chinese-grand-prix,piastri,1,16,15:31:03,22.673,22673.0
2024,5,Chinese Grand Prix,chinese-grand-prix,sainz,1,17,15:32:49,22.629,22629.0
2024,5,Chinese Grand Prix,chinese-grand-prix,kevin_magnussen,1,17,15:33:13,22.974,22974.0
2024,5,Chinese Grand Prix,chinese-grand-prix,leclerc,1,21,15:39:34,22.36,22360.0
2024,5,Chinese Grand Prix,chinese-grand-prix,stroll,2,21,15:40:07,22.911,22911.0
2024,5,Chinese Grand Prix,chinese-grand-prix,hamilton,2,21,15:40:23,22.662,22662.0
2024,5,Chinese Grand Prix,chinese-grand-prix,norris,1,22,15:41:37,22.161,22161.0
2024,5,Chinese Grand Prix,chinese-grand-prix,max_verstappen,2,23,15:43:44,22.27,22270.0
2024,5,Chinese Grand Prix,chinese-grand-prix,perez,2,23,15:44:03,22.371,22371.0
2024,5,Chinese Grand Prix,chinese-grand-prix,alonso,2,23,15:44:21,22.687,22687.0
2024,5,Chinese Grand Prix,chinese-grand-prix,russell,2,23,15:44:25,22.707,22707.0
2024,5,Chinese Grand Prix,chinese-grand-prix,hulkenberg,2,23,15:44:41,23.336,23336.0
2024,5,Chinese Grand Prix,chinese-grand-prix,ocon,2,23,15:44:48,23.208,23208.0
2024,5,Chinese Grand Prix,chinese-grand-prix,tsunoda,2,23,15:44:54,22.387,22387.0
2024,5,Chinese Grand Prix,chinese-grand-prix,albon,2,23,15:44:57,23.6,23600.0
2024,5,Chinese Grand Prix,chinese-grand-prix,zhou,2,23,15:45:02,25.61,25610.0
2024,5,Chinese Grand Prix,chinese-grand-prix,gasly,2,23,15:45:12,23.987,23987.0
2024,5,Chinese Grand Prix,chinese-grand-prix,piastri,2,24,15:46:41,22.262,22262.0
2024,5,Chinese Grand Prix,chinese-grand-prix,sargeant,2,24,15:47:14,22.684,22684.0
2024,5,Chinese Grand Prix,chinese-grand-prix,stroll,3,26,15:51:46,,
2024,5,Chinese Grand Prix,chinese-grand-prix,kevin_magnussen,2,27,15:54:22,25.727,25727.0
2024,5,Chinese Grand Prix,chinese-grand-prix,stroll,4,35,16:10:09,34.777,34777.0
2024,5,Chinese Grand Prix,chinese-grand-prix,gasly,3,38,16:15:11,22.836,22836.0
2024,5,Chinese Grand Prix,chinese-grand-prix,zhou,3,40,16:18:35,23.252,23252.0
2024,5,Chinese Grand Prix,chinese-grand-prix,alonso,3,43,16:23:18,23.179,23179.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,alonso,1,4,22:10:35,21.407,21407.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,leclerc,1,9,22:18:44,21.329,21329.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,norris,1,9,22:18:45,21.194,21194.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,albon,1,9,22:18:56,22.012,22012.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,stroll,1,9,22:18:57,34.863,34863.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,sainz,1,10,22:20:21,21.048,21048.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,gasly,1,10,22:20:28,22.179,22179.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,tsunoda,1,10,22:20:29,21.168,21168.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,piastri,1,10,22:20:30,27.732,27732.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,max_verstappen,1,11,22:21:59,20.697,20697.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,ocon,1,11,22:22:13,15.79,15790.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,zhou,1,11,22:22:14,22.96,22960.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,lawson,1,11,22:22:17,21.049,21049.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,russell,1,12,22:23:29,21.072,21072.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,ocon,2,12,22:24:07,21.142,21142.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,hamilton,1,13,22:25:24,21.067,21067.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,hulkenberg,1,14,22:27:15,21.511,21511.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,colapinto,1,16,22:30:50,21.17,21170.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,perez,1,17,22:32:20,21.294,21294.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,kevin_magnussen,1,17,22:32:31,21.963,21963.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,bottas,1,17,22:32:34,21.623,21623.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,alonso,2,24,22:44:09,21.407,21407.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,piastri,2,25,22:45:37,21.082,21082.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,colapinto,2,26,22:47:34,21.221,21221.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,max_verstappen,2,27,22:48:30,22.254,22254.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,hamilton,2,27,22:48:34,21.355,21355.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,sainz,2,28,22:50:14,20.879,20879.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,stroll,2,28,22:50:55,21.588,21588.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,tsunoda,2,29,22:52:13,21.208,21208.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,norris,2,30,22:53:40,20.668,20668.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,leclerc,2,31,22:55:05,21.585,21585.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,russell,2,32,22:56:26,20.975,20975.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,perez,2,32,22:57:18,21.034,21034.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,hulkenberg,2,33,22:58:49,21.702,21702.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,zhou,2,34,23:00:44,21.761,21761.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,bottas,2,35,23:02:48,22.821,22821.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,lawson,2,38,23:07:28,20.642,20642.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,ocon,3,45,23:18:59,21.858,21858.0
2024,22,Las Vegas Grand Prix,las-vegas-grand-prix,norris,3,48,23:22:59,21.059,21059.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,leclerc,1,24,13:24:06,24.573,24573.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,hulkenberg,1,25,13:25:44,25.369,25369.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,colapinto,1,26,13:27:23,25.287,25287.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,piastri,1,27,13:28:37,26.05,26050.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,alonso,1,27,13:28:41,25.107,25107.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,bearman,1,27,13:28:52,35.755,35755.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,hamilton,1,27,13:28:55,25.205,25205.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,sainz,1,27,13:29:01,25.92,25920.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,perez,1,27,13:29:04,26.692,26692.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,zhou,1,27,13:29:32,25.248,25248.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,russell,1,28,13:29:59,25.698,25698.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,norris,1,28,13:30:01,24.764,24764.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,tsunoda,1,28,13:30:16,25.431,25431.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,lawson,1,28,13:30:35,28.167,28167.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,hulkenberg,2,27,13:31:21,58.984,58984.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,zhou,2,28,13:31:38,27.067,27067.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,colapinto,2,30,13:35:02,25.239,25239.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,hulkenberg,3,29,13:36:17,28.59,28590.0
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,ocon,1,32,13:38:37,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,max_verstappen,1,32,13:38:39,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,zhou,3,31,13:38:42,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,gasly,1,32,13:38:45,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,norris,2,32,13:38:46,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,russell,2,32,13:38:51,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,tsunoda,2,32,13:38:53,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,leclerc,2,32,13:38:55,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,piastri,2,32,13:38:58,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,alonso,2,32,13:39:00,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,lawson,2,32,13:39:03,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,hamilton,2,32,13:39:05,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,bottas,1,32,13:39:10,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,sainz,2,32,13:39:11,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,perez,2,32,13:39:13,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,bearman,2,32,13:39:16,,
2024,21,Sao Paulo Grand Prix,sao-paulo-grand-prix,zhou,4,32,14:01:55,,
2024,1,Bahrain Grand Prix,bahrain-grand-prix,hulkenberg,1,1,18:05:33,36.604,36604.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,zhou,1,9,18:18:39,25.208,25208.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,stroll,1,9,18:18:42,24.418,24418.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,ocon,1,10,18:20:20,24.877,24877.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,sargeant,1,10,18:21:19,35.729,35729.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,russell,1,11,18:21:38,24.778,24778.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,leclerc,1,11,18:21:41,24.069,24069.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,kevin_magnussen,1,11,18:21:55,25.951,25951.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,perez,1,12,18:23:16,24.516,24516.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,piastri,1,12,18:23:24,25.45,25450.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,hamilton,1,12,18:23:26,25.087,25087.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,gasly,1,12,18:23:38,29.98,29980.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,bottas,1,12,18:23:42,26.42,26420.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,norris,1,13,18:25:00,24.205,24205.0
2024,1,Bahrain Grand Prix,bahrain-grand-prix,ricciardo,1,13,18:25:17,24.988,24988.0
