wT,wAT,wH,wP,wR,wTT,wWD,wWS
2599.861,25.2,50.9,1019.9,False,36.7,258,0.6
2659.512,25.2,49.7,1020.0,False,36.7,0,0.0
2719.989,25.3,48.7,1019.9,False,36.3,25,1.2
2779.571,25.3,49.5,1019.9,False,36.2,188,0.7
2839.521,25.3,49.0,1019.8,False,37.7,208,0.8
2899.538,25.3,49.0,1019.8,False,37.7,208,0.8
2959.538,25.4,49.4,1019.8,False,37.5,209,0.9
3019.549,25.6,48.2,1019.9,False,33.0,258,0.9
3079.591,25.3,48.2,1019.9,False,33.0,258,0.9
3139.597,25.3,48.2,1019.9,False,33.0,258,0.9
3199.978,25.4,48.6,1019.9,False,37.0,29,0.7
3259.603,25.4,49.2,1019.8,False,37.6,62,0.7
3319.616,25.4,49.2,1019.8,False,37.6,62,0.7
3380.137,25.3,49.2,1019.8,False,37.7,168,0.8
3439.641,25.3,48.7,1019.9,False,39.1,350,1.2
3499.78,25.3,48.4,1019.8,False,39.0,0,0.0
3559.821,25.4,47.5,1019.8,False,38.7,114,0.9
3619.645,25.5,47.2,1019.8,False,38.8,12,0.6
3679.656,25.6,46.9,1019.8,False,-16.5,98,0.6
3739.661,25.6,48.2,1019.8,False,40.6,81,0.4
3799.666,25.6,48.2,1019.8,False,40.6,81,0.4
3859.696,25.6,48.4,1019.8,False,40.9,0,0.0
3919.685,25.6,47.3,1019.8,False,40.5,353,0.9
3979.67,25.7,47.5,1019.8,False,40.5,7,1.1
4039.71,25.6,47.4,1019.8,False,40.7,315,0.6
4099.861,25.5,47.8,1019.8,False,39.0,44,1.4
4159.708,25.4,48.2,1019.8,False,40.5,2,0.7
4219.692,25.4,47.9,1019.8,False,39.0,70,1.1
4280.017,25.4,47.9,1019.8,False,39.0,70,1.1
4339.7,25.4,48.0,1019.8,False,39.7,39,0.3
4400.147,25.5,47.1,1019.8,False,39.8,12,0.7
4459.702,25.4,47.1,1019.7,False,39.6,134,0.7
4519.724,25.5,47.4,1019.7,False,40.6,332,0.7
4579.721,25.4,47.1,1019.7,False,40.8,354,1.1
4639.725,25.4,47.1,1019.7,False,40.8,354,1.1
4699.725,25.5,47.0,1019.7,False,39.9,101,0.9
4760.015,25.4,47.8,1019.7,False,40.5,335,1.1
4819.746,25.5,47.4,1019.7,False,41.4,331,0.8
4879.75,25.5,47.0,1019.7,False,41.5,264,0.5
4939.75,25.5,46.6,1019.7,False,41.7,18,0.9
4999.776,25.5,46.0,1019.7,False,41.9,335,1.4
5059.771,25.6,45.9,1019.7,False,41.3,24,0.3
5119.764,25.6,45.9,1019.7,False,41.8,45,0.7
5179.777,25.6,45.9,1019.7,False,41.8,45,0.7
5239.804,25.6,46.6,1019.6,False,40.3,24,0.5
5299.793,25.6,47.2,1019.5,False,42.4,259,0.4
5359.801,25.6,45.9,1019.6,False,42.2,326,0.8
5420.153,25.6,45.9,1019.6,False,42.2,326,0.8
5479.791,25.7,45.6,1019.6,False,42.5,332,1.0
5540.26,25.8,46.0,1019.5,False,41.8,62,0.5
5599.816,25.7,46.3,1019.6,False,41.4,17,1.6
5660.892,25.7,47.3,1019.5,False,41.6,22,0.9
5719.842,25.7,47.3,1019.5,False,41.6,22,0.9
5780.055,25.6,47.9,1019.5,False,41.1,8,1.0
5839.871,25.6,47.6,1019.5,False,40.8,95,0.8
5900.168,25.5,48.1,1019.5,False,41.5,19,0.7
5959.881,25.6,48.9,1019.4,False,41.1,24,2.1
6019.901,25.4,49.2,1019.5,False,37.1,350,1.1
6079.919,25.4,48.9,1019.4,False,42.4,263,0.4
6139.925,25.4,48.9,1019.4,False,42.4,263,0.4
6199.901,25.5,47.9,1019.4,False,42.2,39,0.7
6260.037,25.5,47.6,1019.4,False,42.2,21,0.9
6319.927,25.6,47.4,1019.4,False,41.4,23,2.4
6379.956,25.6,47.4,1019.4,False,41.4,23,2.4
6440.699,25.6,47.5,1019.4,False,41.5,47,0.7
6499.935,25.6,47.6,1019.3,False,41.1,63,0.9
6559.942,25.8,46.6,1019.2,False,42.7,78,0.4
6619.955,25.7,46.2,1019.2,False,42.6,98,0.8
6679.965,25.7,46.2,1019.2,False,42.6,98,0.8
6739.937,25.6,46.6,1019.3,False,41.2,75,1.6
6800.062,25.7,46.1,1019.2,False,41.7,51,0.7
6859.962,25.9,45.2,1019.2,False,42.4,55,1.5
6919.939,25.9,45.3,1019.1,False,42.9,143,0.7
6979.952,25.9,45.3,1019.1,False,42.9,143,0.7
7039.96,26.1,44.9,1019.2,False,43.2,22,1.2
7099.955,26.1,44.9,1019.2,False,43.2,22,1.2
7159.966,26.1,44.8,1019.1,False,43.9,333,0.6
7219.965,26.0,45.2,1019.2,False,44.0,246,0.6
7280.027,26.1,45.0,1019.2,False,43.8,258,1.1
7340.082,26.1,45.0,1019.2,False,43.8,258,1.1
7399.982,26.3,45.1,1019.1,False,44.1,243,0.4
7460.019,26.4,43.5,1019.2,False,44.3,109,0.7
7519.998,26.4,42.7,1019.1,False,43.6,61,0.8
7580.007,26.5,41.2,1019.2,False,44.3,0,0.4
7640.011,26.5,41.2,1019.2,False,44.3,0,0.4
7700.003,26.4,42.0,1019.1,False,44.2,4,0.9
7760.012,26.2,42.2,1019.2,False,43.1,40,0.7
7820.0,26.1,42.4,1019.1,False,42.4,55,2.2
7880.009,26.1,43.0,1019.2,False,43.7,343,0.9
7940.021,26.1,43.1,1019.1,False,42.6,0,0.0
8000.035,26.2,43.3,1019.0,False,44.1,16,1.4
8060.045,26.2,43.2,1019.0,False,43.3,14,0.7
8120.044,26.3,42.6,1019.0,False,44.0,333,1.6
8180.083,26.3,42.6,1019.0,False,43.6,17,0.5
8240.062,26.3,42.5,1019.0,False,44.1,360,0.8
8300.065,26.4,42.4,1019.0,False,44.6,289,0.6
8360.079,26.4,43.0,1019.0,False,44.3,289,0.9
8420.097,26.3,43.4,1018.9,False,42.2,71,1.0
8480.096,26.1,44.1,1019.0,False,44.2,200,0.4
8540.272,26.2,44.0,1018.9,False,42.4,56,0.8
8600.098,26.3,44.6,1018.9,False,44.7,333,0.9
8660.099,26.2,44.7,1018.8,False,42.5,96,1.2
8720.098,26.2,45.5,1018.8,False,43.1,61,1.2
8780.101,26.1,45.7,1018.9,False,42.5,27,1.6
8840.117,26.0,46.1,1018.8,False,42.0,73,2.0
8900.127,26.0,46.2,1018.9,False,43.7,30,0.8
8960.154,26.1,45.3,1018.9,False,44.5,1,0.6
9020.158,26.1,45.3,1018.9,False,44.8,14,0.8
9080.171,26.3,43.8,1018.9,False,44.7,293,0.4
9140.181,26.3,43.8,1018.9,False,44.7,293,0.4
9200.165,26.3,43.8,1018.8,False,45.0,352,1.0
9260.153,26.3,43.3,1018.9,False,43.1,80,2.0
9320.155,26.2,44.5,1018.8,False,43.9,88,1.0
9380.177,26.3,43.3,1018.8,False,43.7,0,0.0
9440.212,26.4,43.6,1018.7,False,44.8,61,0.5
9500.247,26.3,44.0,1018.8,False,45.4,245,0.4
9560.194,26.4,43.7,1018.8,False,45.1,174,1.1
9620.214,26.4,42.8,1018.7,False,45.4,0,0.0
9680.23,26.9,42.4,1018.8,False,45.4,56,2.2
9740.213,26.4,43.0,1018.8,False,45.3,8,0.7
9800.261,26.4,43.0,1018.7,False,44.0,36,0.9
9860.216,26.3,43.0,1018.7,False,44.0,36,0.9
9920.226,26.3,44.4,1018.8,False,44.8,0,0.0
9980.244,26.3,44.3,1018.7,False,44.3,307,0.5
10040.235,26.2,43.9,1018.7,False,44.1,178,2.0
10100.266,26.3,42.7,1018.7,False,45.3,309,0.6
10160.257,26.2,42.8,1018.6,False,44.2,170,1.3
10220.262,26.3,43.2,1018.6,False,45.3,0,0.0
10280.264,26.2,43.2,1018.7,False,45.5,295,0.9
10340.269,26.2,43.3,1018.6,False,44.5,331,0.5
10400.257,26.2,43.7,1018.6,False,45.0,0,0.0
10460.266,26.2,42.1,1018.6,False,45.2,326,1.0
10520.298,26.2,41.7,1018.6,False,45.2,109,0.4
10580.282,26.1,41.8,1018.5,False,45.3,16,0.9
10640.298,26.1,41.1,1018.6,False,45.5,46,0.8
10700.303,26.1,41.8,1018.5,False,45.4,0,0.0
10760.315,26.2,41.7,1018.5,False,44.6,305,0.6
10820.311,26.3,40.5,1018.5,False,45.0,19,0.6
10880.326,26.3,40.1,1018.5,False,45.5,345,0.3
10940.309,26.3,40.1,1018.5,False,45.5,345,0.3
11000.317,26.4,39.1,1018.5,False,45.7,32,0.9
11060.315,26.4,39.1,1018.5,False,45.7,32,0.9
11120.317,26.3,39.1,1018.5,False,44.6,39,1.9
11180.317,26.3,39.5,1018.5,False,44.6,0,0.0
11240.345,26.4,39.6,1018.5,False,45.2,307,0.4
11300.326,26.4,38.3,1018.5,False,46.0,316,0.5
11360.362,26.4,38.3,1018.5,False,46.0,316,0.5
11420.343,26.4,37.3,1018.5,False,45.6,130,1.8
11480.491,26.3,36.9,1018.5,False,45.7,168,0.8
11540.494,26.3,37.6,1018.5,False,46.0,90,0.3
11600.489,26.2,37.0,1018.5,False,44.7,120,0.9
11660.495,26.3,37.7,1018.6,False,46.3,114,1.0
11720.507,26.3,36.7,1018.4,False,46.3,245,1.3
11780.522,26.4,36.2,1018.5,False,46.1,278,0.6
11840.535,26.4,36.2,1018.5,False,46.1,278,0.6
11900.54,26.5,36.3,1018.5,False,44.5,196,0.9
11960.536,26.5,35.0,1018.5,False,44.6,51,0.4
12020.56,26.5,35.0,1018.5,False,44.7,41,1.0
12080.572,26.5,35.6,1018.4,False,44.2,47,2.5
12140.594,26.5,35.8,1018.5,False,45.5,90,1.0
12200.576,26.5,36.6,1018.5,False,44.2,67,1.0
12260.592,26.4,36.8,1018.5,False,44.4,201,0.4
12320.61,26.4,36.8,1018.3,False,44.9,70,1.5
12380.631,26.4,36.4,1018.4,False,45.9,143,0.4
12440.611,26.6,35.5,1018.3,False,46.1,6,1.5
12500.638,26.6,35.3,1018.4,False,45.4,21,1.1
12560.623,26.6,35.0,1018.3,False,44.6,0,0.0
12620.622,26.7,34.9,1018.4,False,44.6,73,1.5
12680.65,26.8,34.3,1018.2,False,45.6,76,0.8
12740.65,26.7,34.4,1018.3,False,45.2,79,1.4
12800.676,26.7,33.7,1018.2,False,45.5,132,0.6
12860.675,26.9,34.4,1018.3,False,45.1,36,0.9
12920.675,26.9,34.4,1018.3,False,45.1,36,0.9
12980.704,26.8,35.1,1018.3,False,44.7,126,0.9
13040.679,26.5,35.2,1018.2,False,45.1,41,1.2
13100.714,26.7,35.2,1018.2,False,45.1,41,1.2
13160.698,26.7,35.2,1018.2,False,45.1,41,1.2
13220.707,26.8,34.5,1018.1,False,45.3,109,0.8
13280.702,26.8,34.2,1018.2,False,46.2,258,0.8
13340.715,26.9,33.3,1018.1,False,46.0,65,1.5
13400.716,27.0,32.5,1018.1,False,45.7,79,0.7
13460.706,27.0,32.7,1018.1,False,45.1,65,1.2
13520.728,27.0,33.2,1018.2,False,45.2,100,0.9
13580.729,27.0,32.9,1018.1,False,46.3,318,0.4
13640.721,27.0,32.6,1018.1,False,45.7,211,0.4
13700.736,27.2,32.7,1018.0,False,46.0,4,0.9
13760.758,27.2,32.5,1018.1,False,45.1,90,0.7
13820.768,27.0,32.6,1018.0,False,45.9,68,0.5
13880.788,26.8,33.2,1018.0,False,45.1,94,0.9
13940.782,26.8,33.2,1018.0,False,45.1,94,0.9
14000.806,26.9,32.2,1018.0,False,45.4,103,0.6
14060.783,26.9,32.2,1018.0,False,45.4,103,0.6
14120.783,27.1,32.5,1018.0,False,45.1,45,0.8
14180.811,27.2,32.5,1018.0,False,45.1,45,0.8
14240.826,26.8,32.5,1018.0,False,45.1,45,0.8
14300.835,27.1,33.1,1018.0,False,45.5,40,1.6
14360.845,27.1,33.1,1018.0,False,45.5,40,1.6
14420.871,27.2,33.4,1017.9,False,44.3,135,1.7
14480.886,27.2,33.8,1017.9,False,45.4,7,0.7
14540.858,27.2,33.4,1017.9,False,45.8,19,1.4
14600.866,27.2,32.8,1017.9,False,46.0,343,0.4
14660.868,27.2,32.5,1017.8,False,44.3,92,1.6
14720.876,27.2,32.9,1017.8,False,45.2,108,0.8
14780.895,27.2,32.9,1017.8,False,45.2,108,0.8
14840.887,27.3,32.8,1017.8,False,46.4,324,0.9
14900.909,27.3,31.6,1018.0,False,46.4,334,0.4
14960.89,27.3,31.3,1017.8,False,45.4,11,1.2
15020.893,27.2,31.3,1017.8,False,45.2,63,1.0
15080.889,27.2,31.3,1017.8,False,45.2,63,1.0
15140.979,27.2,30.5,1017.8,False,45.6,11,0.9
15200.957,27.2,30.9,1017.8,False,45.0,83,0.8
15261.127,27.2,30.4,1017.8,False,46.1,7,0.6
15321.215,27.2,29.8,1017.7,False,44.7,8,1.7
15381.191,27.2,29.8,1017.7,False,44.7,8,1.7
15441.193,27.0,29.1,1017.8,False,43.5,56,1.2
15501.189,27.0,29.0,1017.8,False,44.3,94,1.4
15561.197,27.0,30.6,1017.8,False,43.8,39,1.1
15621.192,26.9,31.1,1017.8,False,44.7,60,1.4
15681.193,26.8,29.9,1017.7,False,44.0,81,1.0
15741.212,26.8,29.8,1017.7,False,43.7,56,1.3
15801.211,26.9,29.9,1017.7,False,45.0,26,0.8
15861.22,26.9,30.3,1017.7,False,43.7,88,1.3
15921.211,26.9,30.2,1017.7,False,44.0,76,1.1
15981.214,27.0,30.6,1017.7,False,44.5,314,1.4
16041.217,27.0,30.6,1017.7,False,44.5,314,1.4
16101.237,27.0,29.8,1017.8,False,44.6,139,0.9
16161.236,27.0,29.7,1017.7,False,44.3,57,1.4
16221.234,27.1,30.6,1017.7,False,44.9,83,0.4
16281.256,27.2,30.6,1017.8,False,45.2,294,1.3
16341.278,27.2,30.6,1017.7,False,44.5,97,0.8
16401.276,27.1,31.1,1017.7,False,44.9,269,0.4
16461.268,27.1,30.6,1017.7,False,44.7,242,0.4
16521.263,27.1,30.6,1017.7,False,45.0,186,0.8
16581.275,27.4,30.5,1017.7,False,44.4,77,1.0
16641.285,27.4,30.5,1017.7,False,44.4,77,1.0
16701.282,27.5,31.4,1017.7,False,44.8,26,0.6
16761.283,27.5,31.4,1017.7,False,44.8,26,0.6
16821.287,27.4,30.1,1017.7,False,43.3,101,1.5
16881.279,27.5,31.6,1017.6,False,44.6,35,0.9
16941.281,27.3,32.2,1017.7,False,44.3,1,1.4
17001.278,27.4,32.1,1017.6,False,44.0,292,1.0
17061.277,27.5,31.5,1017.7,False,42.6,61,1.4
17121.28,27.4,31.5,1017.6,False,43.5,65,1.0
17181.279,27.4,31.9,1017.6,False,43.5,84,0.9
17241.3,27.3,29.5,1017.5,False,42.4,212,0.7
17301.103,27.3,29.5,1017.5,False,42.4,212,0.7
17301.28,27.3,29.5,1017.5,False,42.4,212,0.7
17361.29,27.3,29.5,1017.5,False,42.4,212,0.7
17421.289,27.4,30.2,1017.6,False,43.3,56,0.8
17481.291,27.4,30.5,1017.7,False,43.0,11,1.5
17541.283,27.5,30.4,1017.6,False,43.5,0,0.0
17601.293,27.5,29.8,1017.6,False,43.2,37,0.4
17661.28,27.4,29.7,1017.5,False,42.6,105,1.1
17721.283,27.3,30.4,1017.5,False,43.0,0,0.0
17781.293,27.3,31.0,1017.5,False,42.5,23,1.0
17841.295,27.4,31.3,1017.5,False,41.2,61,1.0
17901.333,27.4,32.8,1017.5,False,41.4,59,0.9
17961.33,27.4,32.8,1017.5,False,42.2,360,0.6
18021.336,27.4,32.5,1017.5,False,41.5,297,0.7
18081.354,27.5,32.2,1017.5,False,42.3,4,0.7
18141.369,27.5,31.9,1017.5,False,41.7,29,1.2
18201.348,27.5,31.6,1017.5,False,41.1,332,0.7
18261.359,27.6,31.4,1017.5,False,42.8,338,0.6
18321.359,27.5,31.0,1017.4,False,42.0,185,0.9
18381.371,27.5,31.5,1017.4,False,41.1,164,0.9
18441.388,27.5,31.8,1017.4,False,41.5,166,0.7
18501.399,27.5,31.2,1017.4,False,42.5,36,0.8
18561.387,27.5,31.4,1017.5,False,42.5,347,1.1
18621.372,27.6,30.2,1017.5,False,41.3,340,0.8
18681.389,27.6,31.2,1017.5,False,36.4,152,0.3
18741.399,27.6,31.7,1017.4,False,41.0,0,0.0
18801.413,27.5,32.3,1017.5,False,41.4,0,0.0
18861.403,27.4,32.7,1017.4,False,41.7,9,1.0
18921.4,27.4,32.9,1017.5,False,41.7,325,1.0
18981.401,27.4,32.9,1017.5,False,41.7,325,1.0
19041.415,27.5,33.1,1017.4,False,40.5,34,1.4
19101.428,27.5,33.3,1017.4,False,41.6,293,0.8
19161.436,27.4,33.6,1017.4,False,41.9,300,1.1
19221.439,27.4,34.3,1017.4,False,40.9,80,0.7
19281.45,27.4,35.6,1017.4,False,40.8,321,0.7
19341.467,27.4,35.6,1017.4,False,40.8,321,0.7
19401.492,27.4,34.7,1017.4,False,41.0,25,0.4
19461.507,27.4,32.8,1017.4,False,40.7,344,0.6
19521.506,27.4,32.8,1017.4,False,40.7,344,0.6
19581.541,27.6,32.1,1017.4,False,41.0,329,0.9
19641.537,27.7,32.1,1017.4,False,40.8,69,0.9
19701.525,27.6,32.2,1017.3,False,40.5,17,0.8
19761.518,27.8,31.7,1017.4,False,41.0,23,0.9
19821.523,27.8,31.7,1017.4,False,41.0,23,0.9
19881.619,27.8,31.9,1017.4,False,41.2,5,1.0
19941.527,27.7,32.0,1017.4,False,39.2,84,1.7
20001.537,28.3,32.0,1017.4,False,39.2,84,1.7
20061.542,27.7,30.6,1017.4,False,39.5,124,0.9
20121.521,27.9,30.6,1017.4,False,39.5,124,0.9
20181.528,27.9,29.6,1017.3,False,39.7,146,0.9
20241.554,27.9,29.3,1017.5,False,40.0,332,1.2
20301.527,28.0,28.9,1017.5,False,40.4,344,1.1
20361.547,28.0,27.9,1017.5,False,40.1,8,0.8
20421.523,28.0,27.9,1017.5,False,40.1,8,0.8
20481.593,28.0,27.5,1017.5,False,39.8,8,0.8
20541.562,28.1,27.8,1017.5,False,40.3,11,1.5
20601.554,28.3,26.6,1017.4,False,39.5,50,1.0
20661.551,28.3,26.6,1017.4,False,39.5,50,1.0
20721.592,28.3,26.9,1017.4,False,39.0,296,0.4
20781.601,27.9,26.9,1017.4,False,39.0,296,0.4
20841.621,27.9,26.9,1017.4,False,39.0,296,0.4
20901.646,28.4,25.2,1017.3,False,38.6,27,1.0
20961.626,28.6,24.6,1017.5,False,38.5,38,0.6
21021.645,28.6,24.8,1017.4,False,38.1,0,0.0
21081.659,28.6,24.8,1017.4,False,38.1,0,0.0
21141.664,28.6,25.7,1017.4,False,37.7,120,0.4
21201.676,28.0,25.7,1017.4,False,37.7,120,0.4
21261.67,28.0,25.7,1017.4,False,37.7,120,0.4
21321.677,28.7,26.4,1017.3,False,38.6,17,0.7
21381.657,28.7,26.4,1017.3,False,38.6,17,0.7
21441.678,28.8,25.8,1017.5,False,38.4,360,1.1
21501.678,28.4,24.9,1017.5,False,38.1,330,1.3
21561.682,28.8,24.9,1017.5,False,38.3,69,0.4
21621.694,28.9,24.4,1017.5,False,38.1,38,0.8
21681.68,28.5,24.7,1017.4,False,37.8,29,2.2
21741.709,29.0,24.3,1017.4,False,38.0,9,0.7
21801.696,29.0,24.2,1017.5,False,37.8,3,0.9
21861.697,29.1,23.9,1017.5,False,38.0,1,1.1
21921.708,28.7,23.9,1017.5,False,38.0,1,1.1
21981.708,29.0,23.8,1017.5,False,37.4,10,1.3
22041.734,28.9,24.0,1017.5,False,37.2,17,2.3
22101.733,28.8,24.2,1017.5,False,37.4,349,0.7
22161.734,28.9,24.3,1017.6,False,37.4,352,1.6
22221.733,28.6,24.3,1017.5,False,37.1,345,0.8
22281.734,29.0,24.4,1017.4,False,36.8,349,1.3
22341.736,29.0,24.4,1017.4,False,36.8,349,1.3
22401.749,28.9,22.9,1017.5,False,36.5,6,1.3
22461.76,28.9,22.9,1017.5,False,36.5,6,1.3
22521.787,28.9,21.8,1017.4,False,36.3,353,1.5
22581.784,28.9,21.3,1017.6,False,36.0,0,1.4
22641.805,28.9,21.3,1017.6,False,36.0,0,1.4
22701.797,28.9,20.9,1017.5,False,35.6,11,1.3
22761.807,28.9,20.8,1017.5,False,35.7,353,1.7
22821.807,28.8,20.3,1017.4,False,35.5,7,1.4
22881.826,28.8,20.3,1017.4,False,35.5,7,1.4
22941.838,28.8,20.6,1017.6,False,35.0,7,1.6
23001.839,28.8,20.7,1017.5,False,35.0,4,1.2
23061.838,28.8,20.8,1017.5,False,34.9,11,1.0
23121.835,28.8,21.0,1017.6,False,35.0,34,1.3
23181.839,28.8,21.0,1017.5,False,34.6,4,0.9
23241.839,28.8,20.9,1017.5,False,34.9,358,1.4
23301.84,28.8,20.8,1017.6,False,34.7,339,1.2
23361.85,28.8,20.8,1017.5,False,34.5,357,1.0
23421.848,28.8,20.3,1017.5,False,34.6,351,0.8
23481.852,28.8,20.5,1017.6,False,34.3,3,1.6
23541.862,28.7,20.4,1017.5,False,34.1,353,1.9
23601.878,28.6,20.5,1017.5,False,34.1,3,2.4
23661.881,28.5,20.5,1017.5,False,34.0,347,1.9
23721.891,28.6,20.5,1017.5,False,33.9,351,1.7
23781.891,28.6,20.6,1017.4,False,34.1,354,1.5
23841.907,28.6,20.5,1017.5,False,33.8,6,1.9
23901.905,28.5,20.7,1017.5,False,33.4,355,2.4
23961.903,28.5,20.9,1017.6,False,33.5,351,2.7
24021.893,28.4,21.0,1017.5,False,33.2,4,2.8
24081.894,28.3,21.2,1017.6,False,33.5,352,2.8
24141.894,28.3,21.4,1017.5,False,33.2,359,2.4
24201.91,28.4,21.4,1017.5,False,33.0,347,2.4
24261.895,28.4,21.4,1017.6,False,33.0,360,2.0
24321.922,28.3,21.4,1017.6,False,32.9,360,2.7
24381.946,28.2,21.5,1017.6,False,32.9,350,2.1
24441.948,28.2,21.5,1017.6,False,33.0,4,1.4
24501.961,28.3,21.5,1017.5,False,32.9,2,1.7
24561.935,28.3,21.8,1017.5,False,32.7,354,2.3
24621.946,28.2,22.0,1017.5,False,32.5,349,2.7
24681.948,28.1,22.4,1017.6,False,32.3,8,2.3
24741.969,28.1,22.2,1017.5,False,32.0,354,3.0
24801.986,28.1,22.2,1017.6,False,32.3,7,1.5
24861.989,28.0,22.3,1017.6,False,32.1,17,1.8
24922.0,28.0,22.2,1017.6,False,32.2,343,1.6
24981.977,28.1,22.3,1017.6,False,31.9,12,2.3
25041.999,28.0,22.5,1017.6,False,32.0,9,2.6
25102.0,28.0,22.6,1017.6,False,31.7,8,1.8
25162.0,27.9,22.8,1017.6,False,31.6,10,2.2
25222.0,27.8,22.7,1017.6,False,31.9,6,1.7
25282.001,27.7,22.7,1017.6,False,32.0,356,2.0
25341.981,27.8,22.7,1017.6,False,31.9,347,1.5
25401.989,27.8,22.8,1017.6,False,31.8,345,1.7
25462.001,27.8,23.3,1017.6,False,31.7,348,1.4
25522.012,27.7,23.6,1017.6,False,31.5,349,2.4
25582.021,27.7,23.9,1017.6,False,31.5,12,1.0
25642.055,27.6,23.6,1017.6,False,31.4,359,2.4
25702.055,27.7,23.8,1017.6,False,31.4,343,3.8
25762.054,27.7,23.8,1017.8,False,31.5,1,1.8
25822.079,27.7,23.8,1017.6,False,31.1,357,2.5
25882.117,27.7,24.0,1017.6,False,31.1,348,2.9
25942.105,27.6,24.2,1017.7,False,30.5,16,2.0
26002.12,27.6,24.5,1017.7,False,30.8,10,2.1
26062.134,27.6,25.3,1017.7,False,30.9,2,2.6
26122.113,27.6,25.6,1017.7,False,30.6,357,2.8
26182.133,27.6,25.6,1017.7,False,30.6,357,2.8
26242.136,27.5,26.1,1017.7,False,30.4,5,1.7
26302.138,27.4,26.4,1017.7,False,30.5,3,2.9
26362.137,27.3,26.5,1017.6,False,30.5,7,1.3
26422.135,27.3,27.0,1017.7,False,30.4,15,2.1
26482.159,27.2,27.3,1017.7,False,30.5,2,1.5
26542.177,27.2,27.4,1017.8,False,30.3,7,1.8
26602.171,27.2,27.4,1017.8,False,30.4,346,2.7
26662.199,27.1,27.3,1017.7,False,30.2,5,1.5
26722.209,27.1,27.2,1017.7,False,30.3,4,1.8
26782.2,27.0,27.7,1017.7,False,29.9,12,1.6
26842.217,27.0,28.1,1017.7,False,30.2,357,2.0
26902.25,27.0,28.3,1017.8,False,30.1,351,2.0
26962.258,26.9,28.3,1017.8,False,30.0,350,1.5
27022.286,26.9,28.4,1017.7,False,30.2,350,1.4
27082.279,26.9,28.7,1017.8,False,29.9,2,1.4
27142.301,26.8,29.1,1017.7,False,29.9,355,1.2
27202.293,26.8,29.5,1017.8,False,30.0,360,2.0
27262.3,26.8,30.0,1017.8,False,29.6,14,1.5
27322.331,26.7,30.3,1017.8,False,29.8,11,1.5
27382.337,26.7,30.6,1017.8,False,29.6,15,1.5
27442.322,26.7,30.6,1017.8,False,29.6,2,1.1
27502.326,26.7,30.6,1017.8,False,29.6,2,1.1
27562.368,26.6,30.4,1017.8,False,29.3,3,1.7
27622.335,27.1,30.2,1017.8,False,29.2,11,1.6
27682.325,26.4,30.6,1017.7,False,29.1,358,2.0
27742.353,26.4,30.8,1017.8,False,29.0,347,1.6
27802.37,26.4,30.8,1017.8,False,28.8,3,1.8
