wT,wAT,wH,wP,wR,wTT,wWD,wWS
30112.986,22.7,65.8,1015.3,False,26.4,27,0.4
30173.027,22.7,65.8,1015.3,False,26.4,27,0.4
30233.013,22.8,65.5,1015.3,False,26.4,287,0.4
30293.02,22.8,65.5,1015.3,False,26.4,287,0.4
30353.007,22.8,65.2,1015.4,False,26.3,167,0.3
30413.009,22.8,65.2,1015.3,False,26.1,237,0.4
30473.011,22.8,65.2,1015.3,False,26.1,237,0.4
30533.033,22.8,65.0,1015.4,False,26.2,188,0.8
30593.057,22.9,64.7,1015.4,False,26.0,0,0.0
30653.043,22.9,64.4,1015.5,False,26.2,320,0.6
30713.032,22.9,63.6,1015.5,False,26.2,198,1.0
30773.058,23.0,62.0,1015.5,False,26.2,208,0.6
30833.055,23.0,59.3,1015.4,False,25.9,275,0.4
30893.035,23.0,58.3,1015.4,False,26.0,0,0.0
30953.035,23.0,58.3,1015.4,False,26.0,0,0.0
31013.061,22.9,53.8,1015.3,False,26.2,211,1.3
31073.076,22.8,53.1,1015.4,False,25.8,0,0.0
31133.073,22.8,53.6,1015.4,False,25.8,282,1.0
31193.077,22.8,53.6,1015.4,False,25.8,282,1.0
31253.085,22.7,54.4,1015.5,False,25.8,0,0.0
31313.105,22.6,54.9,1015.5,False,25.6,243,0.6
31373.107,22.6,55.3,1015.5,False,25.4,204,0.5
31433.104,22.6,55.7,1015.5,False,25.5,321,1.2
31493.117,22.6,55.7,1015.5,False,25.5,321,1.2
31553.103,22.5,55.7,1015.5,False,25.4,286,0.3
31613.126,22.4,55.5,1015.5,False,25.4,0,0.0
31673.126,22.4,55.6,1015.5,False,25.3,341,0.3
31733.125,22.4,55.4,1015.5,False,25.4,217,0.8
31793.127,22.4,55.5,1015.5,False,25.2,146,0.3
31853.141,22.3,55.3,1015.5,False,25.2,246,0.4
31913.141,22.3,55.6,1015.6,False,25.0,0,0.0
31973.141,22.3,55.6,1015.6,False,25.0,0,0.0
32033.141,22.3,55.9,1015.6,False,25.0,175,0.6
32093.141,22.3,55.9,1015.6,False,25.0,175,0.6
32153.163,22.2,56.0,1015.5,False,24.9,182,0.5
32213.142,22.2,56.0,1015.5,False,25.0,0,0.0
32273.148,22.2,56.0,1015.5,False,25.0,0,0.0
32333.161,22.1,55.8,1015.5,False,24.9,0,0.0
32393.169,22.1,56.0,1015.6,False,24.7,153,0.7
32453.18,22.1,55.9,1015.6,False,24.7,201,0.3
32513.194,22.1,55.8,1015.5,False,24.8,0,0.0
32573.193,22.1,56.0,1015.7,False,24.8,186,0.3
32633.197,22.1,55.5,1015.6,False,24.9,0,0.0
32693.203,22.1,55.2,1015.5,False,24.8,0,0.0
32753.196,22.1,55.0,1015.7,False,25.1,346,0.6
32813.222,22.1,54.8,1015.6,False,24.8,152,0.4
32873.195,22.1,55.3,1015.6,False,24.9,170,0.3
32933.214,22.2,55.2,1015.7,False,24.7,0,0.0
32993.196,22.1,55.1,1015.6,False,24.7,0,0.0
33053.204,22.1,54.9,1015.7,False,24.7,329,0.4
33113.811,22.1,54.9,1015.7,False,24.7,329,0.4
33173.217,22.1,54.3,1015.8,False,24.9,348,0.6
33233.223,22.1,53.9,1015.7,False,24.7,346,0.3
33293.199,22.1,53.9,1015.7,False,24.7,346,0.3
