CornerNumber,X,Y,Angle,Distance,Rotation
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[42.40593929993702, 820.7816212551479, 1912.969997301606, 7487.745292571566, 5820.228442599813, 5180.404120509692, 4276.202937249183, 2490.099010685538, 2711.1552878922835, 2100.132715648695, 2120.9852205176358, 4981.251161545602, 6665.934072283377, -145.4124578081196, -552.8126057447134]","[8329.202564224179, 7879.043840540197, 8065.44216673751, 6790.71071569364, 4860.740936217904, 4214.598861214608, 4156.240630824386, 2458.6003965290042, 5950.242339493996, 6613.999850943207, -663.9950720811103, 1603.7476220625608, 449.2756371061455, -3472.8085483980503, -2803.66625094119]","[-246.61531114606282, -101.17746928558444, -261.39456176357044, -349.5990658655476, -211.50159707799352, -76.37444237537011, -258.95337199513926, -114.65430945303928, -344.90795562972295, -270.0220000651102, -100.99967138579512, -272.81282353019, -358.727848261899, -110.52153187970453, -169.0619991685993]","[701.4778305280632, 798.2149631287797, 918.1871596445932, 1489.4811826549649, 1761.3680577331977, 1856.625891704313, 1939.912519162468, 2202.791470677852, 2570.5211916487474, 2666.685446475779, 3431.084930477721, 3836.2205997805004, 4050.9652653811045, 4847.778651145092, 4935.439000666414]",92.0
